Pert,Kpa,Tprot
DNAPK,AKT3,SRRM2
DNAPK,AKT3,SRSF10
DNAPK,AKT3,THOC5
DNAPK,AKT3,TRA2B
DNAPK,ATM,NDRG2
DNAPK,ATM,NEO1
DNAPK,ATM,NPM1
DNAPK,ATM,NUCB1
DNAPK,ATM,PRRC2B
DNAPK,ATM,TP53BP1
DNAPK,ATM,ZC3H14
DNAPK,ATR,CTNND2
DNAPK,ATR,MTMR7
DNAPK,ATR,NDRG2
DNAPK,ATR,NEO1
DNAPK,ATR,NUCB1
DNAPK,ATR,PRRC2B
DNAPK,ATR,RIPOR1
DNAPK,ATR,TP53BP1
DNAPK,ATR,TUBB4A
DNAPK,ATR,WNK1
DNAPK,ATR,ZC3H14
DNAPK,ATR,ZNF318
DNAPK,BCKDK,ARHGAP29
DNAPK,BCKDK,BRAF
DNAPK,BCKDK,CEP170B
DNAPK,BCKDK,DMWD
DNAPK,BCKDK,ENAH
DNAPK,BCKDK,MATR3
DNAPK,BCKDK,RALGPS2
DNAPK,BCKDK,STT3B
DNAPK,BCKDK,TBX2
DNAPK,BMPR1A,CHD9
DNAPK,BMPR1A,EIPR1
DNAPK,BMPR1A,HTATSF1
DNAPK,BMPR1A,LSP1
DNAPK,BMPR1A,NPM1
DNAPK,BMPR1A,PNISR
DNAPK,BMPR1A,PTGES3
DNAPK,BMPR1A,PURB
DNAPK,BMPR1A,RANBP2
DNAPK,BMPR1A,RPLP2
DNAPK,BMPR1A,SF3A1
DNAPK,BMPR1A,SRCAP
DNAPK,BMPR1A,TMX1
DNAPK,BMPR1A,TOP2A
DNAPK,BMPR1A,ZRANB2
DNAPK,BMPR1B,CHD9
DNAPK,BMPR1B,HTATSF1
DNAPK,BMPR1B,NPM1
DNAPK,BMPR1B,PJA1
DNAPK,BMPR1B,PNISR
DNAPK,BMPR1B,PTGES3
DNAPK,BMPR1B,PURB
DNAPK,BMPR1B,RANBP2
DNAPK,BMPR1B,RPLP2
DNAPK,BMPR1B,SF3A1
DNAPK,BMPR1B,SRCAP
DNAPK,BMPR1B,TMX1
DNAPK,BMPR1B,TOP2A
DNAPK,BMPR2,BRD9
DNAPK,BMPR2,TMX1
DNAPK,BRAF,MARK4
DNAPK,BRAF,PACSIN2
DNAPK,BRSK1,BLVRA
DNAPK,BRSK1,CERT1
DNAPK,BRSK1,CLK3
DNAPK,BRSK1,DDX10
DNAPK,BRSK1,DMWD
DNAPK,BRSK1,FAM102A
DNAPK,BRSK1,FBXO42
DNAPK,BRSK1,GLCCI1
DNAPK,BRSK1,GPSM2
DNAPK,BRSK1,HNRNPA2B1
DNAPK,BRSK1,ISCU
DNAPK,BRSK1,PFKFB2
DNAPK,BRSK1,PPIP5K2
DNAPK,BRSK1,TRIM3
DNAPK,BRSK2,BLVRA
DNAPK,BRSK2,CEP170
DNAPK,BRSK2,CERT1
DNAPK,BRSK2,DMWD
DNAPK,BRSK2,FAM102A
DNAPK,BRSK2,GLCCI1
DNAPK,BRSK2,GPSM2
DNAPK,BRSK2,ISCU
DNAPK,BRSK2,NCAPD3
DNAPK,BRSK2,PFKFB2
DNAPK,BRSK2,PPIP5K2
DNAPK,BRSK2,TRIM3
DNAPK,BRSK2,TRMT2A
DNAPK,CAMK1D,ANKRD34A
DNAPK,CAMK1D,BRAF
DNAPK,CAMK1D,CEP170
DNAPK,CAMK1D,CTNND2
DNAPK,CAMK1D,EPB41L2
DNAPK,CAMK1D,EPS8
DNAPK,CAMK1D,GPSM2
DNAPK,CAMK1D,ISCU
DNAPK,CAMK1D,KIF4A
DNAPK,CAMK1D,KNL1
DNAPK,CAMK1D,MEX3C
DNAPK,CAMK1D,NCAPH
DNAPK,CAMK1D,NFATC2
DNAPK,CAMK1D,ORC1
DNAPK,CAMK1D,PFKFB2
DNAPK,CAMK1D,PPIP5K2
DNAPK,CAMK1D,SRRM2
DNAPK,CAMK1D,SRSF10
DNAPK,CAMK1D,TRA2B
DNAPK,CAMK1D,ZBTB11
DNAPK,CAMK1G,BLVRA
DNAPK,CAMK1G,CABLES1
DNAPK,CAMK1G,CEP170
DNAPK,CAMK1G,CLK3
DNAPK,CAMK1G,EPB41L2
DNAPK,CAMK1G,GPSM2
DNAPK,CAMK1G,ISCU
DNAPK,CAMK1G,KIF4A
DNAPK,CAMK1G,KNL1
DNAPK,CAMK1G,MATR3
DNAPK,CAMK1G,METAP2
DNAPK,CAMK1G,MEX3C
DNAPK,CAMK1G,NCAPH
DNAPK,CAMK1G,PFKFB2
DNAPK,CAMK1G,PPIP5K2
DNAPK,CAMK1G,SRRM2
DNAPK,CAMK1G,SRSF10
DNAPK,CAMK1G,TRA2B
DNAPK,CAMK2A,ANKRD34A
DNAPK,CAMK2A,ATP6V0A2
DNAPK,CAMK2A,BRAF
DNAPK,CAMK2A,CLSPN
DNAPK,CAMK2A,DDX46
DNAPK,CAMK2A,MATR3
DNAPK,CAMK2A,MTMR7
DNAPK,CAMK2A,NFATC3
DNAPK,CAMK2A,WDR33
DNAPK,CAMK2A,ZBTB11
DNAPK,CAMK2B,ANKRD34A
DNAPK,CAMK2B,ATP6V0A2
DNAPK,CAMK2B,BRAF
DNAPK,CAMK2B,CD2AP
DNAPK,CAMK2B,DDX46
DNAPK,CAMK2B,GPSM2
DNAPK,CAMK2B,MATR3
DNAPK,CAMK2B,MTMR7
DNAPK,CAMK2B,PNISR
DNAPK,CAMK2B,WDR33
DNAPK,CAMK2B,ZBTB11
DNAPK,CAMK2D,ANKRD34A
DNAPK,CAMK2D,BRAF
DNAPK,CAMK2D,CEP170B
DNAPK,CAMK2D,CTNND2
DNAPK,CAMK2D,GLCCI1
DNAPK,CAMK2D,GPSM2
DNAPK,CAMK2D,MATR3
DNAPK,CAMK2D,MEX3C
DNAPK,CAMK2D,MTMR7
DNAPK,CAMK2D,RPL13
DNAPK,CAMK2D,WDR33
DNAPK,CAMK2D,ZBTB11
DNAPK,CAMK2G,AAGAB
DNAPK,CAMK2G,AP3B2
DNAPK,CAMK2G,BRAF
DNAPK,CAMK2G,CD2BP2
DNAPK,CAMK2G,CFDP1
DNAPK,CAMK2G,CHD8
DNAPK,CAMK2G,DDX46
DNAPK,CAMK2G,DVL2
DNAPK,CAMK2G,DVL3
DNAPK,CAMK2G,INTS3
DNAPK,CAMK2G,MATR3
DNAPK,CAMK2G,NPM1
DNAPK,CAMK2G,PNISR
DNAPK,CAMK2G,PPP6R1
DNAPK,CAMK2G,RNF113A
DNAPK,CAMK2G,SF3A1
DNAPK,CAMK2G,SF3B2
DNAPK,CAMK2G,TPD52L1
DNAPK,CAMK2G,VAMP4
DNAPK,CAMK2G,WDR33
DNAPK,CAMK4,ANKRD34A
DNAPK,CAMK4,ARHGEF5
DNAPK,CAMK4,BLVRA
DNAPK,CAMK4,CEP170
DNAPK,CAMK4,CIT
DNAPK,CAMK4,EPB41L2
DNAPK,CAMK4,FOXP4
DNAPK,CAMK4,GPSM2
DNAPK,CAMK4,KIF4A
DNAPK,CAMK4,KNL1
DNAPK,CAMK4,MATR3
DNAPK,CAMK4,MEX3C
DNAPK,CAMK4,NCAPH
DNAPK,CAMK4,ORC1
DNAPK,CAMK4,PFKFB2
DNAPK,CAMK4,PPIP5K2
DNAPK,CAMK4,SLC66A2
DNAPK,CAMK4,SRSF10
DNAPK,CAMK4,TRA2B
DNAPK,CAMKK1,CHD4
DNAPK,CAMKK1,ENAH
DNAPK,CAMKK1,PACSIN2
DNAPK,CDC7,CHD8
DNAPK,CDC7,CHD9
DNAPK,CDC7,DNMT1
DNAPK,CDC7,ECE1
DNAPK,CDC7,PI4K2A
DNAPK,CDC7,SHROOM3
DNAPK,CDC7,TFE3
DNAPK,CDC7,THRAP3
DNAPK,CDC7,ZDHHC5
DNAPK,CDK1,ATF7IP
DNAPK,CDK1,CCDC86
DNAPK,CDK1,CRYBG1
DNAPK,CDK1,DAP
DNAPK,CDK1,EHMT2
DNAPK,CDK1,MACF1
DNAPK,CDK1,MARCKS
DNAPK,CDK1,PLCH1
DNAPK,CDK1,RBM27
DNAPK,CDK1,RECQL5
DNAPK,CDK1,RPRD2
DNAPK,CDK1,TACC2
DNAPK,CDK1,ZC3H18
DNAPK,CDK1,ZMYM2
DNAPK,CDK13,CCDC86
DNAPK,CDK13,CDC20
DNAPK,CDK13,MIA3
DNAPK,CDK13,MICAL3
DNAPK,CDK13,SELENON
DNAPK,CDK13,ZNF609
DNAPK,CDK16,BCOR
DNAPK,CDK16,CBX6
DNAPK,CDK16,CDCA3
DNAPK,CDK16,KNL1
DNAPK,CDK16,MAPT
DNAPK,CDK16,N4BP3
DNAPK,CDK16,NOLC1
DNAPK,CDK16,NPDC1
DNAPK,CDK16,PHF6
DNAPK,CDK16,PHLDB1
DNAPK,CDK16,SCAF1
DNAPK,CDK16,SHANK2
DNAPK,CDK16,TGFB1I1
DNAPK,CDK16,TP53
DNAPK,CDK16,ZC3H18
DNAPK,CDK16,ZMYM2
DNAPK,CDK17,CDCA3
DNAPK,CDK17,KNL1
DNAPK,CDK17,N4BP3
DNAPK,CDK17,NOLC1
DNAPK,CDK17,PHLDB1
DNAPK,CDK17,PLEKHG3
DNAPK,CDK17,RBBP8NL
DNAPK,CDK17,SELENON
DNAPK,CDK17,SHANK2
DNAPK,CDK17,TGFB1I1
DNAPK,CDK17,ZC3H18
DNAPK,CDK17,ZMYM2
DNAPK,CDK18,KNL1
DNAPK,CDK18,N4BP3
DNAPK,CDK18,NOLC1
DNAPK,CDK18,PHLDB1
DNAPK,CDK18,PLEKHG3
DNAPK,CDK18,PRR36
DNAPK,CDK18,PRRT3
DNAPK,CDK18,SELENON
DNAPK,CDK18,SHANK2
DNAPK,CDK18,TGFB1I1
DNAPK,CDK18,TRA2B
DNAPK,CDK18,YAP1
DNAPK,CDK18,ZC3H18
DNAPK,CDK18,ZMYM2
DNAPK,CDK19,ACACA
DNAPK,CDK19,COPB2
DNAPK,CDK19,CTTN
DNAPK,CDK19,DCAF5
DNAPK,CDK19,N4BP3
DNAPK,CDK19,NPDC1
DNAPK,CDK19,RAPGEF6
DNAPK,CDK19,SELENON
DNAPK,CDK19,TGFB1I1
DNAPK,CDK19,YAP1
DNAPK,CDK19,ZC3H18
DNAPK,CDK19,ZMYM2
DNAPK,CDK19,ZNF219
DNAPK,CDK2,BAZ2A
DNAPK,CDK2,CCT4
DNAPK,CDK2,EHMT2
DNAPK,CDK2,KIF24
DNAPK,CDK2,MACF1
DNAPK,CDK2,MARCKS
DNAPK,CDK2,NCOR2
DNAPK,CDK2,NEDD1
DNAPK,CDK2,PLCH1
DNAPK,CDK2,RB1
DNAPK,CDK2,RBM27
DNAPK,CDK2,RECQL5
DNAPK,CDK2,RPS6KB1
DNAPK,CDK2,TACC2
DNAPK,CDK2,ZNF507
DNAPK,CDK3,ATF7IP
DNAPK,CDK3,CCT4
DNAPK,CDK3,CDC20
DNAPK,CDK3,CRYBG1
DNAPK,CDK3,EHMT2
DNAPK,CDK3,KIF24
DNAPK,CDK3,MACF1
DNAPK,CDK3,MARCKS
DNAPK,CDK3,PLCH1
DNAPK,CDK3,RB1
DNAPK,CDK3,RBM27
DNAPK,CDK3,RECQL5
DNAPK,CDK3,RPRD2
DNAPK,CDK3,RPS6KB1
DNAPK,CDK3,TACC2
DNAPK,CDK8,ACACA
DNAPK,CDK8,COPB2
DNAPK,CDK8,CTTN
DNAPK,CDK8,FOXO1
DNAPK,CDK8,KNL1
DNAPK,CDK8,MAP1A
DNAPK,CDK8,N4BP3
DNAPK,CDK8,NPDC1
DNAPK,CDK8,RAPGEF6
DNAPK,CDK8,SELENON
DNAPK,CDK8,SPINDOC
DNAPK,CDK8,TGFB1I1
DNAPK,CDK8,YAP1
DNAPK,CDK8,YBX3
DNAPK,CDK8,ZMYM2
DNAPK,CDK8,ZNF219
DNAPK,CLK2,CAMK2B
DNAPK,CLK2,KATNA1
DNAPK,CLK2,KIF1A
DNAPK,CLK2,MIA3
DNAPK,CLK2,MTCL1
DNAPK,CLK2,NOLC1
DNAPK,CLK2,PLEKHA5
DNAPK,CLK2,PPIP5K2
DNAPK,CLK2,RPRD2
DNAPK,CLK2,SRSF10
DNAPK,CLK2,SRSF2
DNAPK,CLK2,STMN1
DNAPK,CLK2,SYNPO2
DNAPK,CLK2,TBX2
DNAPK,CLK3,CDC20
DNAPK,CLK3,CRYBG1
DNAPK,CLK3,KATNA1
DNAPK,CLK3,KIF1A
DNAPK,CLK3,METAP2
DNAPK,CLK3,PLEKHA5
DNAPK,CLK3,PPIP5K2
DNAPK,CLK3,RECQL5
DNAPK,CLK3,RPRD1B
DNAPK,CLK3,RPRD2
DNAPK,CLK3,SELENON
DNAPK,CLK3,SPINDOC
DNAPK,CLK3,SRSF2
DNAPK,CLK3,TBX2
DNAPK,CLK3,TGFB1I1
DNAPK,CLK3,ZC3H18
DNAPK,CLK3,ZNF703
DNAPK,CLK4,CAMK2B
DNAPK,CLK4,KATNA1
DNAPK,CLK4,KNL1
DNAPK,CLK4,MEX3C
DNAPK,CLK4,MTCL1
DNAPK,CLK4,NCAPH
DNAPK,CLK4,NOLC1
DNAPK,CLK4,PLEKHA5
DNAPK,CLK4,PPIP5K2
DNAPK,CLK4,RASGRP2
DNAPK,CLK4,RBM10
DNAPK,CLK4,SRRM1
DNAPK,CLK4,SRSF10
DNAPK,CLK4,SRSF2
DNAPK,CLK4,SYNPO2
DNAPK,CLK4,TBKBP1
DNAPK,CLK4,TBX2
DNAPK,CLK4,THOC5
DNAPK,CLK4,TRA2B
DNAPK,CLK4,TXNRD3
DNAPK,DAPK1,ANKRD34A
DNAPK,DAPK1,ANP32B
DNAPK,DAPK1,BRAF
DNAPK,DAPK1,CIT
DNAPK,DAPK1,GPSM2
DNAPK,DAPK1,IRS1
DNAPK,DAPK1,KAT6A
DNAPK,DAPK1,KIF4A
DNAPK,DAPK1,KLC4
DNAPK,DAPK1,KNL1
DNAPK,DAPK1,NCAPH
DNAPK,DAPK1,NCBP1
DNAPK,DAPK1,NFATC2
DNAPK,DAPK1,PFKFB2
DNAPK,DAPK1,PPIP5K2
DNAPK,DAPK1,RASGRP2
DNAPK,DAPK1,THOC5
DNAPK,DAPK1,TRA2B
DNAPK,DAPK2,ANKRD34A
DNAPK,DAPK2,ARHGEF5
DNAPK,DAPK2,CIT
DNAPK,DAPK2,EML3
DNAPK,DAPK2,KAT6A
DNAPK,DAPK2,KIF4A
DNAPK,DAPK2,KLC4
DNAPK,DAPK2,KNL1
DNAPK,DAPK2,MEX3C
DNAPK,DAPK2,NFATC2
DNAPK,DAPK2,PFKFB2
DNAPK,DAPK2,PPIP5K2
DNAPK,DAPK2,RPL28
DNAPK,DAPK2,SRSF10
DNAPK,DAPK2,THOC5
DNAPK,DAPK2,TRA2B
DNAPK,DAPK3,ANP32B
DNAPK,DAPK3,ARHGEF5
DNAPK,DAPK3,EML3
DNAPK,DAPK3,GPSM2
DNAPK,DAPK3,IRS1
DNAPK,DAPK3,KAT6A
DNAPK,DAPK3,KIF4A
DNAPK,DAPK3,KLC4
DNAPK,DAPK3,KNL1
DNAPK,DAPK3,NCAPH
DNAPK,DAPK3,NFATC2
DNAPK,DAPK3,PFKFB2
DNAPK,DAPK3,PPIP5K2
DNAPK,DAPK3,RASGRP2
DNAPK,DAPK3,SRSF10
DNAPK,DAPK3,THOC5
DNAPK,DAPK3,TRA2B
DNAPK,DSTYK,BEND3
DNAPK,DSTYK,CHAF1A
DNAPK,DSTYK,EMD
DNAPK,DSTYK,HNRNPC
DNAPK,DSTYK,KIAA0319L
DNAPK,DSTYK,PLEC
DNAPK,DSTYK,TP53BP1
DNAPK,DYRK1A,GTF2F1
DNAPK,DYRK1A,KATNA1
DNAPK,DYRK1A,KIF1A
DNAPK,DYRK1A,MTCL1
DNAPK,DYRK1A,PLEKHA5
DNAPK,DYRK1A,PLEKHO2
DNAPK,DYRK1A,PNISR
DNAPK,DYRK1A,RALGAPA1
DNAPK,DYRK1A,ROBO1
DNAPK,DYRK1A,SELENON
DNAPK,DYRK1A,SHANK2
DNAPK,DYRK1A,SYNPO2
DNAPK,DYRK1A,TBX2
DNAPK,DYRK1A,TRA2B
DNAPK,DYRK1A,TXNRD3
DNAPK,DYRK2,KATNA1
DNAPK,DYRK2,KIF1A
DNAPK,DYRK2,MTCL1
DNAPK,DYRK2,PITPNM1
DNAPK,DYRK2,PLEKHA5
DNAPK,DYRK2,PLEKHO2
DNAPK,DYRK2,PNISR
DNAPK,DYRK2,PRRT3
DNAPK,DYRK2,RBM10
DNAPK,DYRK2,ROBO1
DNAPK,DYRK2,SELENON
DNAPK,DYRK2,SYNPO2
DNAPK,DYRK2,TBKBP1
DNAPK,DYRK2,TRA2B
DNAPK,DYRK2,TXNRD3
DNAPK,DYRK2,ZC3H18
DNAPK,DYRK2,ZMYM2
DNAPK,DYRK3,KATNA1
DNAPK,DYRK3,KIF1A
DNAPK,DYRK3,MSX2
DNAPK,DYRK3,MTCL1
DNAPK,DYRK3,NCAPH
DNAPK,DYRK3,NOLC1
DNAPK,DYRK3,PITPNM1
DNAPK,DYRK3,PLEKHA5
DNAPK,DYRK3,PPIP5K2
DNAPK,DYRK3,PRPF40B
DNAPK,DYRK3,RBM10
DNAPK,DYRK3,ROBO1
DNAPK,DYRK3,SRRM2
DNAPK,DYRK3,SRSF10
DNAPK,DYRK3,SYNPO2
DNAPK,DYRK3,TBKBP1
DNAPK,DYRK3,TRA2B
DNAPK,DYRK3,TXNRD3
DNAPK,DYRK4,AIDA
DNAPK,DYRK4,KATNA1
DNAPK,DYRK4,KDM2B
DNAPK,DYRK4,KIF1A
DNAPK,DYRK4,MTCL1
DNAPK,DYRK4,PITPNM1
DNAPK,DYRK4,PLEKHA5
DNAPK,DYRK4,PNISR
DNAPK,DYRK4,PPIP5K2
DNAPK,DYRK4,RBM10
DNAPK,DYRK4,ROBO1
DNAPK,DYRK4,SELENON
DNAPK,DYRK4,SYNPO2
DNAPK,DYRK4,TBKBP1
DNAPK,DYRK4,TRA2B
DNAPK,DYRK4,TXNRD3
DNAPK,DYRK4,ZMYM2
DNAPK,EEF2K,CCDC8
DNAPK,EEF2K,DNTTIP2
DNAPK,EEF2K,GPATCH11
DNAPK,EEF2K,NPM1
DNAPK,EEF2K,PARVA
DNAPK,EEF2K,ZMYM3
DNAPK,FAM20C,AFAP1
DNAPK,FAM20C,AP3B2
DNAPK,FAM20C,ATP6V0A2
DNAPK,FAM20C,CD2BP2
DNAPK,FAM20C,CLIC4
DNAPK,FAM20C,DVL2
DNAPK,FAM20C,DVL3
DNAPK,FAM20C,EMD
DNAPK,FAM20C,GRWD1
DNAPK,FAM20C,HNRNPC
DNAPK,FAM20C,HSP90AA1
DNAPK,FAM20C,HSP90AB1
DNAPK,FAM20C,HSP90AB2P
DNAPK,FAM20C,MMP15
DNAPK,FAM20C,MPHOSPH8
DNAPK,FAM20C,NOB1
DNAPK,FAM20C,PJA1
DNAPK,FAM20C,PNISR
DNAPK,FAM20C,PPP1R2
DNAPK,FAM20C,PTGES3
DNAPK,FAM20C,RANBP2
DNAPK,FAM20C,SRCAP
DNAPK,FAM20C,SUGP1
DNAPK,FAM20C,TMX1
DNAPK,FAM20C,TXNL1
DNAPK,FAM20C,VAMP4
DNAPK,GAK,AJUBA
DNAPK,GAK,CLDN3
DNAPK,GAK,PUM1
DNAPK,GRK1,ADNP
DNAPK,GRK1,AP3B2
DNAPK,GRK1,CHD8
DNAPK,GRK1,GRWD1
DNAPK,GRK1,NOB1
DNAPK,GRK1,NPM1
DNAPK,GRK1,PURB
DNAPK,GRK1,SF3B2
DNAPK,GRK1,SRCAP
DNAPK,GRK1,SSH1
DNAPK,GRK1,STC2
DNAPK,GRK1,TMX1
DNAPK,GRK1,ZRANB2
DNAPK,GRK2,BAZ2A
DNAPK,GRK2,CHD9
DNAPK,GRK2,CLIC4
DNAPK,GRK2,EIPR1
DNAPK,GRK2,HNRNPUL2
DNAPK,GRK2,HTATSF1
DNAPK,GRK2,NPM1
DNAPK,GRK2,PTGES3
DNAPK,GRK2,RPLP2
DNAPK,GRK2,SF3A1
DNAPK,GRK2,SF3B2
DNAPK,GRK2,STRBP
DNAPK,GRK2,TMX1
DNAPK,GRK2,TOP2A
DNAPK,GRK3,AFAP1
DNAPK,GRK3,BAZ2A
DNAPK,GRK3,CHD9
DNAPK,GRK3,CLIC4
DNAPK,GRK3,EIPR1
DNAPK,GRK3,HNRNPUL2
DNAPK,GRK3,HTATSF1
DNAPK,GRK3,NOB1
DNAPK,GRK3,NPM1
DNAPK,GRK3,PURB
DNAPK,GRK3,RPLP2
DNAPK,GRK3,SF3A1
DNAPK,GRK3,SF3B2
DNAPK,GRK3,SRCAP
DNAPK,GRK3,THRAP3
DNAPK,GRK3,TMX1
DNAPK,GRK3,TOP2A
DNAPK,GRK3,ZRANB2
DNAPK,GRK4,AFAP1
DNAPK,GRK4,ARAP1
DNAPK,GRK4,CLIC4
DNAPK,GRK4,EIPR1
DNAPK,GRK4,KIAA1143
DNAPK,GRK4,NPM1
DNAPK,GRK4,PRRC2B
DNAPK,GRK4,PTGES3
DNAPK,GRK4,SF3A1
DNAPK,GRK4,SF3B2
DNAPK,GRK4,TMX1
DNAPK,GRK4,VAMP4
DNAPK,GRK5,CFDP1
DNAPK,GRK5,CHD9
DNAPK,GRK5,CIT
DNAPK,GRK5,KIAA1143
DNAPK,GRK5,NFATC2
DNAPK,GRK5,NOB1
DNAPK,GRK5,NPM1
DNAPK,GRK5,PURB
DNAPK,GRK5,SRCAP
DNAPK,GRK5,STC2
DNAPK,GRK5,TMX1
DNAPK,GRK5,TP53BP1
DNAPK,GRK5,ZRANB2
DNAPK,GRK6,AAGAB
DNAPK,GRK6,CD2BP2
DNAPK,GRK6,CHD7
DNAPK,GRK6,CHD8
DNAPK,GRK6,CHD9
DNAPK,GRK6,CIT
DNAPK,GRK6,EIPR1
DNAPK,GRK6,EMD
DNAPK,GRK6,FAM102B
DNAPK,GRK6,NOB1
DNAPK,GRK6,NPM1
DNAPK,GRK6,SF3A1
DNAPK,GRK6,SF3B2
DNAPK,GRK6,TMX1
DNAPK,GRK6,TP53BP1
DNAPK,GRK6,VAMP4
DNAPK,GRK6,ZRANB2
DNAPK,GRK7,AKT1
DNAPK,GRK7,CANX
DNAPK,GRK7,DIDO1
DNAPK,GRK7,EIPR1
DNAPK,GRK7,FAM234B
DNAPK,GRK7,GRWD1
DNAPK,GRK7,HNRNPUL2
DNAPK,GRK7,HTATSF1
DNAPK,GRK7,IRS1
DNAPK,GRK7,KIAA1143
DNAPK,GRK7,LPIN2
DNAPK,GRK7,NOB1
DNAPK,GRK7,NPM1
DNAPK,GRK7,PPIP5K2
DNAPK,GRK7,PURB
DNAPK,GRK7,RANBP2
DNAPK,GRK7,SF3A1
DNAPK,GRK7,SF3B2
DNAPK,GRK7,SHROOM3
DNAPK,GRK7,SRRM1
DNAPK,GRK7,THRAP3
DNAPK,GRK7,TMX1
DNAPK,GRK7,TOP2A
DNAPK,GRK7,TPD52L1
DNAPK,GRK7,UBA1
DNAPK,GRK7,ZRANB2
DNAPK,GSK3A,AIDA
DNAPK,GSK3A,ARHGAP29
DNAPK,GSK3A,CCDC86
DNAPK,GSK3A,GSE1
DNAPK,GSK3A,IRS1
DNAPK,GSK3A,JPH1
DNAPK,GSK3A,KIF1A
DNAPK,GSK3A,NES
DNAPK,GSK3A,NSFL1C
DNAPK,GSK3A,PLEKHA5
DNAPK,GSK3A,SENP3
DNAPK,GSK3A,SMG5
DNAPK,GSK3A,SPINDOC
DNAPK,GSK3A,SRSF2
DNAPK,GSK3A,USP54
DNAPK,GSK3A,ZNF219
DNAPK,GSK3A,ZNF609
DNAPK,GSK3B,CAMK2B
DNAPK,GSK3B,GTF2F1
DNAPK,GSK3B,KIF1A
DNAPK,GSK3B,NES
DNAPK,GSK3B,PHF3
DNAPK,GSK3B,PLEKHA5
DNAPK,GSK3B,PRPF40B
DNAPK,GSK3B,SENP3
DNAPK,GSK3B,SRSF2
DNAPK,GSK3B,TBX2
DNAPK,GSK3B,TLK2
DNAPK,GSK3B,TRIM2
DNAPK,GSK3B,ZNF219
DNAPK,GSK3B,ZNF609
DNAPK,HIPK2,COPB2
DNAPK,HIPK2,KATNA1
DNAPK,HIPK2,KDM2B
DNAPK,HIPK2,KIF1A
DNAPK,HIPK2,MSX2
DNAPK,HIPK2,MTCL1
DNAPK,HIPK2,PLEKHA5
DNAPK,HIPK2,ROBO1
DNAPK,HIPK2,SELENON
DNAPK,HIPK2,SYNPO2
DNAPK,HIPK2,TBKBP1
DNAPK,HIPK2,TGFB1I1
DNAPK,HIPK2,TRA2B
DNAPK,HIPK2,TXNRD3
DNAPK,HIPK2,ZC3H18
DNAPK,HIPK2,ZMYM2
DNAPK,HUNK,DLG5
DNAPK,HUNK,GPSM2
DNAPK,HUNK,MARCKSL1
DNAPK,HUNK,NCAPH
DNAPK,HUNK,NFIC
DNAPK,HUNK,RBM15
DNAPK,HUNK,SRRM2
DNAPK,HUNK,TPD52L2
DNAPK,IRAK1,BLVRA
DNAPK,IRAK1,CAMK2G
DNAPK,IRAK1,GTF3C1
DNAPK,IRAK1,KIF4A
DNAPK,IRAK1,KNL1
DNAPK,IRAK1,PACSIN2
DNAPK,IRAK1,PPIP5K2
DNAPK,IRAK1,PRKD1
DNAPK,IRAK1,RPL19
DNAPK,IRAK1,RPL28
DNAPK,IRAK1,TAOK1
DNAPK,LATS1,ARHGEF5
DNAPK,LATS1,DDX10
DNAPK,LATS1,DMWD
DNAPK,LATS1,FAM102A
DNAPK,LATS1,FBXO42
DNAPK,LATS1,FRMD4B
DNAPK,LATS1,MATR3
DNAPK,LATS1,MTMR7
DNAPK,LATS1,RECQL5
DNAPK,LATS1,SHROOM3
DNAPK,LATS1,SRSF2
DNAPK,LATS1,STMN1
DNAPK,LATS1,TBX2
DNAPK,LATS1,THOC5
DNAPK,LATS2,CAMSAP2
DNAPK,LATS2,DMWD
DNAPK,LATS2,DNMT1
DNAPK,LATS2,FAM102A
DNAPK,LATS2,MATR3
DNAPK,LATS2,METAP2
DNAPK,LATS2,MTMR7
DNAPK,LATS2,PI4K2A
DNAPK,LATS2,PPP6R1
DNAPK,LATS2,RALGPS2
DNAPK,LATS2,TBC1D2B
DNAPK,LATS2,WDR33
DNAPK,LATS2,ZBTB11
DNAPK,MAK,ATF7IP
DNAPK,MAK,GTF2F1
DNAPK,MAK,KATNA1
DNAPK,MAK,KIF1A
DNAPK,MAK,N4BP3
DNAPK,MAK,PLEKHA5
DNAPK,MAK,ROBO1
DNAPK,MAK,SELENON
DNAPK,MAK,TRA2B
DNAPK,MAK,ZC3H18
DNAPK,MAK,ZMYM2
DNAPK,MAPKAPK2,AKAP13
DNAPK,MAPKAPK2,ANKRD34A
DNAPK,MAPKAPK2,ARHGEF5
DNAPK,MAPKAPK2,BRAF
DNAPK,MAPKAPK2,CEP135
DNAPK,MAPKAPK2,CIT
DNAPK,MAPKAPK2,CTNNB1
DNAPK,MAPKAPK2,CTNND2
DNAPK,MAPKAPK2,DNMT1
DNAPK,MAPKAPK2,EPS8
DNAPK,MAPKAPK2,GTF2F1
DNAPK,MAPKAPK2,KAT6A
DNAPK,MAPKAPK2,LRP4
DNAPK,MAPKAPK2,MTMR7
DNAPK,MAPKAPK2,NFATC2
DNAPK,MAPKAPK2,TRA2B
DNAPK,MAPKAPK2,ZBTB11
DNAPK,MAPKAPK3,AKAP13
DNAPK,MAPKAPK3,ANKRD34A
DNAPK,MAPKAPK3,CAMKK1
DNAPK,MAPKAPK3,CEP135
DNAPK,MAPKAPK3,CTNNB1
DNAPK,MAPKAPK3,CTNND2
DNAPK,MAPKAPK3,EPS8
