Pert,Kpa,Tprot
GSK690693,TNIK,KIF2C
GSK690693,TNIK,NAV1
GSK690693,TNIK,NUMA1
GSK690693,TNIK,PACSIN2
GSK690693,TNIK,PARVA
GSK690693,TNIK,RPS14
GSK690693,TNIK,SH3KBP1
GSK690693,TNIK,UFD1
GSK690693,TSSK2,ABI1
GSK690693,TSSK2,AKAP8
GSK690693,TSSK2,BCR
GSK690693,TSSK2,BRAF
GSK690693,TSSK2,BRD1
GSK690693,TSSK2,CDK9
GSK690693,TSSK2,DCAF1
GSK690693,TSSK2,EPPK1
GSK690693,TSSK2,INPP5F
GSK690693,TSSK2,ITSN2
GSK690693,TSSK2,KIFC1
GSK690693,TSSK2,KNL1
GSK690693,TSSK2,MAP3K20
GSK690693,TSSK2,MATR3
GSK690693,TSSK2,NCAPH
GSK690693,TSSK2,NOL8
GSK690693,TSSK2,ORC1
GSK690693,TSSK2,PPFIBP1
GSK690693,TSSK2,PPP1R12A
GSK690693,TSSK2,PRAM1
GSK690693,TSSK2,PRKD2
GSK690693,TSSK2,RALGPS2
GSK690693,TSSK2,RBM34
GSK690693,TSSK2,SHANK2
GSK690693,TSSK2,TCF20
GSK690693,TSSK2,TRIP10
GSK690693,TTBK1,ATP2B2
GSK690693,TTBK1,BLVRA
GSK690693,TTBK1,CABLES1
GSK690693,TTBK1,FAM83H
GSK690693,TTBK1,IGF2BP1
GSK690693,TTBK1,LAMTOR1
GSK690693,TTBK1,LBR
GSK690693,TTBK1,LUZP1
GSK690693,TTBK1,MARCKS
GSK690693,TTBK1,PAK1
GSK690693,TTBK1,POLR3D
GSK690693,TTBK1,PPHLN1
GSK690693,TTBK1,RAB11FIP1
GSK690693,TTBK1,RPS6
GSK690693,TTBK1,RRP1B
GSK690693,TTBK1,STK10
GSK690693,TTBK1,TBC1D15
GSK690693,TTBK1,TCF20
GSK690693,TTBK1,TJP1
GSK690693,TTBK1,WAPL
GSK690693,TTBK1,ZFP36L2
GSK690693,TTBK2,AFAP1
GSK690693,TTBK2,CABLES1
GSK690693,TTBK2,DNTTIP2
GSK690693,TTBK2,JPH1
GSK690693,TTBK2,KRT19
GSK690693,TTBK2,LBR
GSK690693,TTBK2,PAK1
GSK690693,TTBK2,PDHA2
GSK690693,TTBK2,POLR3D
GSK690693,TTBK2,RAB11FIP1
GSK690693,TTBK2,RPS6
GSK690693,TTBK2,RRP1B
GSK690693,TTBK2,TBC1D15
GSK690693,TTBK2,TCF20
GSK690693,TTBK2,TJP1
GSK690693,TTBK2,TRIM3
GSK690693,ULK1,CLN6
GSK690693,ULK1,ENAH
GSK690693,ULK1,MIA3
GSK690693,ULK1,MIS18BP1
GSK690693,ULK1,NELFE
GSK690693,ULK1,PRRC2A
GSK690693,ULK1,SENP1
GSK690693,ULK1,SRCAP
GSK690693,ULK1,WDHD1
GSK690693,ULK1,WDR24
GSK690693,ULK2,BEND3
GSK690693,ULK2,DNTTIP2
GSK690693,ULK2,ENAH
GSK690693,ULK2,KIF2C
GSK690693,ULK2,MIA3
GSK690693,ULK2,MIS18BP1
GSK690693,ULK2,NEDD4
GSK690693,ULK2,NUMA1
GSK690693,ULK2,POLE
GSK690693,ULK2,RSL1D1
GSK690693,ULK2,SENP1
GSK690693,ULK2,SRSF2
GSK690693,ULK2,UFD1
GSK690693,ULK2,WDHD1
GSK690693,ULK2,YBX3
GSK690693,VRK1,CHD1L
GSK690693,VRK1,CTDSPL2
GSK690693,VRK1,RPS14
GSK690693,WNK1,AMPD2
GSK690693,WNK1,ARHGAP21
GSK690693,WNK1,BUD23
GSK690693,WNK1,CABLES1
GSK690693,WNK1,CDCA2
GSK690693,WNK1,CHERP
GSK690693,WNK1,CTDSPL2
GSK690693,WNK1,EI24
GSK690693,WNK1,EMSY
GSK690693,WNK1,GIT1
GSK690693,WNK1,GMIP
GSK690693,WNK1,GTF3C1
GSK690693,WNK1,HELLS
GSK690693,WNK1,IRAG2
GSK690693,WNK1,KNL1
GSK690693,WNK1,METAP2
GSK690693,WNK1,NCAPH
GSK690693,WNK1,NUMA1
GSK690693,WNK1,PACSIN2
GSK690693,WNK1,PRKD2
GSK690693,WNK1,PTPN1
GSK690693,WNK1,RACGAP1
GSK690693,WNK1,RASGRP2
GSK690693,WNK1,RBM34
GSK690693,WNK1,RPS6
GSK690693,WNK1,SIPA1L3
GSK690693,WNK1,SRRM2
GSK690693,WNK1,TCF20
GSK690693,WNK1,WDR26
GSK690693,WNK3,AKAP13
GSK690693,WNK3,ARHGEF2
GSK690693,WNK3,BIN2
GSK690693,WNK3,BLVRA
GSK690693,WNK3,CABLES1
GSK690693,WNK3,CDCA2
GSK690693,WNK3,CHERP
GSK690693,WNK3,CTDSPL2
GSK690693,WNK3,DSN1
GSK690693,WNK3,EI24
GSK690693,WNK3,EMSY
GSK690693,WNK3,FAM83H
GSK690693,WNK3,GLCCI1
GSK690693,WNK3,HELLS
GSK690693,WNK3,IRS2
GSK690693,WNK3,KCNK2
GSK690693,WNK3,KNL1
GSK690693,WNK3,LARP4B
GSK690693,WNK3,MYO10
GSK690693,WNK3,NCAPH
GSK690693,WNK3,NELFE
GSK690693,WNK3,NINL
GSK690693,WNK3,ORC1
GSK690693,WNK3,PPHLN1
GSK690693,WNK3,PRKD2
GSK690693,WNK3,RASGRP2
GSK690693,WNK3,RHPN2
GSK690693,WNK3,RPL34
GSK690693,WNK3,RPS6
GSK690693,WNK3,SUGP2
GSK690693,WNK3,TCF20
GSK690693,WNK3,TRA2B
GSK690693,WNK3,TRIM3
GSK690693,WNK3,ZC3H11A
GSK690693,WNK3,ZFC3H1
GSK690693,WNK4,ALKBH5
GSK690693,WNK4,ARHGAP21
GSK690693,WNK4,ARHGEF2
GSK690693,WNK4,BLVRA
GSK690693,WNK4,CABLES1
GSK690693,WNK4,CDCA2
GSK690693,WNK4,CHERP
GSK690693,WNK4,CTDSPL2
GSK690693,WNK4,EI24
GSK690693,WNK4,EMSY
GSK690693,WNK4,FAM83H
GSK690693,WNK4,GIT1
GSK690693,WNK4,HELLS
GSK690693,WNK4,KNL1
GSK690693,WNK4,LARP4B
GSK690693,WNK4,LYSMD1
GSK690693,WNK4,NCAPH
GSK690693,WNK4,NUMA1
GSK690693,WNK4,PARVA
GSK690693,WNK4,PRKD2
GSK690693,WNK4,PTPN1
GSK690693,WNK4,RASGRP2
GSK690693,WNK4,RPL28
GSK690693,WNK4,RPL34
GSK690693,WNK4,RPS6
GSK690693,WNK4,SRRM2
GSK690693,WNK4,TCF20
GSK690693,WNK4,TIMELESS
GSK690693,WNK4,TRA2B
GSK690693,WNK4,TRIM3
GSK690693,WNK4,ZFC3H1
Go6976,AAK1,L1RE1
Go6976,AAK1,PTPN14
Go6976,AAK1,SEC62
Go6976,AAK1,SUGP1
Go6976,ACVR2A,CDYL
Go6976,ACVR2A,DHX16
Go6976,ACVR2A,DNAJC21
Go6976,ACVR2A,DNTTIP2
Go6976,ACVR2A,EIPR1
Go6976,ACVR2A,GPALPP1
Go6976,ACVR2A,HMGA1
Go6976,ACVR2A,MSH6
Go6976,ACVR2A,NCL
Go6976,ACVR2A,PJA1
Go6976,ACVR2A,PNISR
Go6976,ACVR2A,RANBP2
Go6976,ACVR2A,SF3B2
Go6976,ACVR2A,SMARCAD1
Go6976,ACVR2A,USP9X
Go6976,ACVR2B,CDYL
Go6976,ACVR2B,CEBPZ
Go6976,ACVR2B,DNAJC21
Go6976,ACVR2B,DNTTIP2
Go6976,ACVR2B,DPF2
Go6976,ACVR2B,EIPR1
Go6976,ACVR2B,GPALPP1
Go6976,ACVR2B,MSH6
Go6976,ACVR2B,NCL
Go6976,ACVR2B,OXSR1
Go6976,ACVR2B,PJA1
Go6976,ACVR2B,PNISR
Go6976,ACVR2B,RANBP2
Go6976,ACVR2B,SF3B2
Go6976,ACVR2B,ZC3H11A
Go6976,AKT1,ANKRD34A
Go6976,AKT1,ARHGEF5
Go6976,AKT1,BLVRA
Go6976,AKT1,CABLES1
Go6976,AKT1,CCDC120
Go6976,AKT1,CDK9
Go6976,AKT1,HELLS
Go6976,AKT1,KNL1
Go6976,AKT1,LARP1
Go6976,AKT1,LRCH4
Go6976,AKT1,MEX3C
Go6976,AKT1,NCAPH
Go6976,AKT1,PAK4
Go6976,AKT1,PLIN5
Go6976,AKT1,POLR3D
Go6976,AKT1,PRKD1
Go6976,AKT1,RAPGEF2
Go6976,AKT1,RPS6
Go6976,AKT1,SNIP1
Go6976,AKT1,SRRM1
Go6976,AKT1,SRRM2
Go6976,AKT1,TCOF1
Go6976,AKT2,ANKRD34A
Go6976,AKT2,ARHGEF5
Go6976,AKT2,CCDC120
Go6976,AKT2,CDK9
Go6976,AKT2,KIAA1522
Go6976,AKT2,KNL1
Go6976,AKT2,LARP1
Go6976,AKT2,LBR
Go6976,AKT2,LRCH4
Go6976,AKT2,MED13
Go6976,AKT2,MEX3C
Go6976,AKT2,NCAPH
Go6976,AKT2,PAK4
Go6976,AKT2,PLIN5
Go6976,AKT2,PRKD1
Go6976,AKT2,RAPGEF2
Go6976,AKT2,REXO1
Go6976,AKT2,RPS6
Go6976,AKT2,SMARCC2
Go6976,AKT2,SNIP1
Go6976,AKT2,SRRM1
Go6976,AKT2,SRRM2
Go6976,AKT2,TCOF1
Go6976,AKT2,USP40
Go6976,AKT3,ABI1
Go6976,AKT3,ANKRD34A
Go6976,AKT3,ARHGEF5
Go6976,AKT3,BLVRA
Go6976,AKT3,CCDC120
Go6976,AKT3,CDK9
Go6976,AKT3,KIAA1522
Go6976,AKT3,KNL1
Go6976,AKT3,LRCH4
Go6976,AKT3,MED13
Go6976,AKT3,PAK4
Go6976,AKT3,PANK2
Go6976,AKT3,PLIN5
Go6976,AKT3,PRKD1
Go6976,AKT3,RAPGEF2
Go6976,AKT3,RASGRP2
Go6976,AKT3,RPS6
Go6976,AKT3,SMARCC2
Go6976,AKT3,SNIP1
Go6976,AKT3,SRRM1
Go6976,AKT3,SRRM2
Go6976,AKT3,TBC1D4
Go6976,AKT3,TCOF1
Go6976,AKT3,TOP2B
Go6976,ATM,DPF2
Go6976,ATM,HMGA1
Go6976,ATM,KAT5
Go6976,ATM,NCL
Go6976,ATM,NDRG2
Go6976,ATM,NEO1
Go6976,ATM,NUCB1
Go6976,ATM,NUCKS1
Go6976,ATM,POLR2M
Go6976,ATM,SMC3
Go6976,ATM,SNX17
Go6976,ATM,TP53BP1
Go6976,BCKDK,BRAF
Go6976,BCKDK,CCDC120
Go6976,BCKDK,DOCK6
Go6976,BCKDK,EVL
Go6976,BCKDK,LCP1
Go6976,BCKDK,LIMA1
Go6976,BCKDK,NUCKS1
Go6976,BCKDK,PDHA1
Go6976,BCKDK,PTPN1
Go6976,BCKDK,RALGPS2
Go6976,BCKDK,RPL24
Go6976,BCKDK,SAP130
Go6976,BCKDK,SPAST
Go6976,BCKDK,STT3B
Go6976,BCKDK,TARDBP
Go6976,BCKDK,TP53BP1
Go6976,BMPR1A,CEBPZ
Go6976,BMPR1A,CTR9
Go6976,BMPR1A,DHX16
Go6976,BMPR1A,DNTTIP2
Go6976,BMPR1A,EIPR1
Go6976,BMPR1A,GEMIN8
Go6976,BMPR1A,HMGA1
Go6976,BMPR1A,LSP1
Go6976,BMPR1A,MSH6
Go6976,BMPR1A,NCL
Go6976,BMPR1A,PNISR
Go6976,BMPR1A,RANBP2
Go6976,BMPR1A,ZC3H11A
Go6976,BMPR1B,CEBPZ
Go6976,BMPR1B,CTR9
Go6976,BMPR1B,DHX16
Go6976,BMPR1B,DNAJC21
Go6976,BMPR1B,DNTTIP2
Go6976,BMPR1B,GEMIN8
Go6976,BMPR1B,HMGA1
Go6976,BMPR1B,KDM5A
Go6976,BMPR1B,MSH6
Go6976,BMPR1B,NCL
Go6976,BMPR1B,PJA1
Go6976,BMPR1B,PNISR
Go6976,BMPR1B,PUS1
Go6976,BMPR1B,RANBP2
Go6976,BMPR1B,SUZ12
Go6976,BMPR2,BRD9
Go6976,BMPR2,CDYL
Go6976,BMPR2,KAT5
Go6976,BMPR2,NCL
Go6976,BMPR2,USP9X
Go6976,BRAF,CALD1
Go6976,BRAF,MFAP1
Go6976,BRAF,PACSIN2
Go6976,BRAF,PIKFYVE
Go6976,BRAF,PRRC2A
Go6976,CAMK1D,ANKRD34A
Go6976,CAMK1D,BRAF
Go6976,CAMK1D,CDK9
Go6976,CAMK1D,EPS8
Go6976,CAMK1D,FAM83G
Go6976,CAMK1D,KNL1
Go6976,CAMK1D,LARP1
Go6976,CAMK1D,MEX3C
Go6976,CAMK1D,NAV2
Go6976,CAMK1D,NCAPH
Go6976,CAMK1D,PEA15
Go6976,CAMK1D,PPP1R3D
Go6976,CAMK1D,PRKD1
Go6976,CAMK1D,PTPN14
Go6976,CAMK1D,RAPGEF2
Go6976,CAMK1D,SHANK2
Go6976,CAMK1D,SHROOM3
Go6976,CAMK1D,SNX17
Go6976,CAMK1D,SRRM1
Go6976,CAMK1D,SRRM2
Go6976,CAMK1D,TCOF1
Go6976,CAMK1D,TP53BP2
Go6976,CAMK1D,USP40
Go6976,CAMK1D,ZMYM4
Go6976,CAMK1G,BLVRA
Go6976,CAMK1G,CABLES1
Go6976,CAMK1G,CDK9
Go6976,CAMK1G,KNL1
Go6976,CAMK1G,LARP1
Go6976,CAMK1G,LBR
Go6976,CAMK1G,LIMD2
Go6976,CAMK1G,METAP2
Go6976,CAMK1G,MEX3C
Go6976,CAMK1G,MZT2A
Go6976,CAMK1G,NCAPH
Go6976,CAMK1G,PIK3AP1
Go6976,CAMK1G,PLEKHA5
Go6976,CAMK1G,PRKD1
Go6976,CAMK1G,PTPN14
Go6976,CAMK1G,RAPGEF2
Go6976,CAMK1G,SHANK2
Go6976,CAMK1G,SHROOM3
Go6976,CAMK1G,SRRM2
Go6976,CAMK1G,SRSF4
Go6976,CAMK1G,USP40
Go6976,CAMK1G,ZMYM4
Go6976,CAMK2A,AMPD2
Go6976,CAMK2A,ANKRD34A
Go6976,CAMK2A,ARAP3
Go6976,CAMK2A,ATP6V0A2
Go6976,CAMK2A,BRAF
Go6976,CAMK2A,CLSPN
Go6976,CAMK2A,CRBN
Go6976,CAMK2A,DDX46
Go6976,CAMK2A,HTT
Go6976,CAMK2A,MTMR7
Go6976,CAMK2A,MYCBP2
Go6976,CAMK2A,NAV2
Go6976,CAMK2A,NCL
Go6976,CAMK2A,NELFE
Go6976,CAMK2A,NSUN2
Go6976,CAMK2A,PEA15
Go6976,CAMK2A,PFKL
Go6976,CAMK2A,TCOF1
Go6976,CAMK2A,UBE4B
Go6976,CAMK2A,WDR33
Go6976,CAMK2A,XRCC6
Go6976,CAMK2B,ANKRD34A
Go6976,CAMK2B,ARAP3
Go6976,CAMK2B,ATP6V0A2
Go6976,CAMK2B,BRAF
Go6976,CAMK2B,CD2AP
Go6976,CAMK2B,CRBN
Go6976,CAMK2B,DDX46
Go6976,CAMK2B,HMGA1
Go6976,CAMK2B,HTT
Go6976,CAMK2B,MTMR7
Go6976,CAMK2B,MTSS2
Go6976,CAMK2B,NAV2
Go6976,CAMK2B,NCL
Go6976,CAMK2B,NSUN2
Go6976,CAMK2B,PEA15
Go6976,CAMK2B,PNISR
Go6976,CAMK2B,SMARCAD1
Go6976,CAMK2B,SMC3
Go6976,CAMK2B,TP53BP2
Go6976,CAMK2B,UBE4B
Go6976,CAMK2B,WASHC2A
Go6976,CAMK2B,WDR33
Go6976,CAMK2B,XRCC6
Go6976,CAMK2D,AMPD2
Go6976,CAMK2D,ANKRD34A
Go6976,CAMK2D,ARAP3
Go6976,CAMK2D,BRAF
Go6976,CAMK2D,CCDC61
Go6976,CAMK2D,GIGYF2
Go6976,CAMK2D,GLCCI1
Go6976,CAMK2D,HTT
Go6976,CAMK2D,KIAA1522
Go6976,CAMK2D,MEX3C
Go6976,CAMK2D,MTMR7
Go6976,CAMK2D,MTSS2
Go6976,CAMK2D,NAV2
Go6976,CAMK2D,NTHL1
Go6976,CAMK2D,PEA15
Go6976,CAMK2D,PFKL
Go6976,CAMK2D,SRRM2
Go6976,CAMK2D,UBE4B
Go6976,CAMK2D,USP40
Go6976,CAMK2D,WDR33
Go6976,CAMK2D,XRCC6
Go6976,CAMK2G,AP3B2
Go6976,CAMK2G,BRAF
Go6976,CAMK2G,BRD3
Go6976,CAMK2G,CD2BP2
Go6976,CAMK2G,CFDP1
Go6976,CAMK2G,CHD8
Go6976,CAMK2G,CTR9
Go6976,CAMK2G,DDX46
Go6976,CAMK2G,DVL2
Go6976,CAMK2G,DVL3
Go6976,CAMK2G,GEMIN8
Go6976,CAMK2G,GIGYF2
Go6976,CAMK2G,GPALPP1
Go6976,CAMK2G,HMGA1
Go6976,CAMK2G,INTS3
Go6976,CAMK2G,NCL
Go6976,CAMK2G,PGRMC1
Go6976,CAMK2G,PJA1
Go6976,CAMK2G,PNISR
Go6976,CAMK2G,PPP6R1
Go6976,CAMK2G,RAPGEF6
Go6976,CAMK2G,RFFL
Go6976,CAMK2G,RIOK1
Go6976,CAMK2G,SAP130
Go6976,CAMK2G,SF3B2
Go6976,CAMK2G,UBE4B
Go6976,CAMK2G,WASHC2A
Go6976,CAMK2G,WDR33
Go6976,CAMK2G,XRCC6
Go6976,CAMK4,ANKRD34A
Go6976,CAMK4,ARHGEF5
Go6976,CAMK4,BLVRA
Go6976,CAMK4,CDK9
Go6976,CAMK4,FAM83G
Go6976,CAMK4,FOXP4
Go6976,CAMK4,KNL1
Go6976,CAMK4,LIMD2
Go6976,CAMK4,MEX3C
Go6976,CAMK4,NCAPH
Go6976,CAMK4,NELFE
Go6976,CAMK4,PIK3AP1
Go6976,CAMK4,PRKD1
Go6976,CAMK4,RALBP1
Go6976,CAMK4,RAPGEF2
Go6976,CAMK4,SHROOM3
Go6976,CAMK4,SRRM1
Go6976,CAMK4,TCOF1
Go6976,CAMK4,USP40
Go6976,CAMKK1,ARF4
Go6976,CAMKK1,CHD4
Go6976,CAMKK1,EIF4EBP1
Go6976,CAMKK1,EIF4EBP3
Go6976,CAMKK1,IRS2
Go6976,CAMKK1,PACSIN2
Go6976,CDC7,ARPC1B
Go6976,CDC7,CDCA7L
Go6976,CDC7,CHD8
Go6976,CDC7,DNMT1
Go6976,CDC7,DNTTIP2
Go6976,CDC7,ECE1
Go6976,CDC7,GRWD1
Go6976,CDC7,LPIN3
Go6976,CDC7,MSH6
Go6976,CDC7,PDCD4
Go6976,CDC7,PI4K2A
Go6976,CDC7,PUS1
Go6976,CDC7,SHROOM3
Go6976,CDK10,ACIN1
Go6976,CDK10,ANAPC1
Go6976,CDK10,BRME1
Go6976,CDK10,CDK13
Go6976,CDK10,CPEB4
Go6976,CDK10,GPRIN1
Go6976,CDK10,GTF2I
Go6976,CDK10,LBR
Go6976,CDK10,MAP7D1
Go6976,CDK10,OXSR1
Go6976,CDK10,PELP1
Go6976,CDK10,PLCH1
Go6976,CDK10,PPFIA1
Go6976,CDK10,PPP1R3D
Go6976,CDK10,PTK2
Go6976,CDK10,RAB44
Go6976,CDK10,REXO1
Go6976,CDK10,SMARCC2
Go6976,CDK10,SRRM1
Go6976,CDK10,SRSF11
Go6976,CDK10,TXNRD3
Go6976,CDK10,ZC3H18
Go6976,CDK12,BRME1
Go6976,CDK12,CDC20
Go6976,CDK12,CDK13
Go6976,CDK12,EPPK1
Go6976,CDK12,HDLBP
Go6976,CDK12,ISL2
Go6976,CDK12,KAT5
Go6976,CDK12,LBR
Go6976,CDK12,LSR
Go6976,CDK12,MIA3
Go6976,CDK12,MTCL1
Go6976,CDK12,NAA30
Go6976,CDK12,NKAP
Go6976,CDK12,PPFIA1
Go6976,CDK12,PTBP3
Go6976,CDK12,RAB3IL1
Go6976,CDK12,RAB44
Go6976,CDK12,SENP3
Go6976,CDK12,SRRM1
Go6976,CDK12,SRSF1
Go6976,CDK12,TBX2
Go6976,CDK16,BCOR
Go6976,CDK16,BRME1
Go6976,CDK16,CBX6
Go6976,CDK16,DIDO1
Go6976,CDK16,FNBP1
Go6976,CDK16,GSE1
Go6976,CDK16,HDLBP
Go6976,CDK16,KMT2D
Go6976,CDK16,KNL1
Go6976,CDK16,MAGI3
Go6976,CDK16,N4BP3
Go6976,CDK16,RSL1D1
Go6976,CDK16,SLX4
Go6976,CDK16,TP53
Go6976,CDK16,ZC3H18
Go6976,CDKL1,ARID1A
Go6976,CDKL1,BPTF
Go6976,CDKL1,CDK12
Go6976,CDKL1,GIGYF2
Go6976,CDKL1,KAT5
Go6976,CDKL1,KIF1A
Go6976,CDKL1,LBR
Go6976,CDKL1,MAP7D1
Go6976,CDKL1,MAPRE1
Go6976,CDKL1,ROBO1
Go6976,CDKL1,RPS6
Go6976,CDKL1,SMARCC2
Go6976,CDKL1,SRRM1
Go6976,CDKL1,SRRM2
Go6976,CDKL1,TRIM3
Go6976,CLK3,ACIN1
Go6976,CLK3,BUB1B
Go6976,CLK3,CCNK
Go6976,CLK3,CDC20
Go6976,CLK3,DCP1B
Go6976,CLK3,GPRIN1
Go6976,CLK3,GTF2I
Go6976,CLK3,HDLBP
Go6976,CLK3,KAT5
Go6976,CLK3,KIAA1522
Go6976,CLK3,KIF1A
Go6976,CLK3,LBR
Go6976,CLK3,MAP7D1
Go6976,CLK3,METAP2
Go6976,CLK3,NSUN5P2
Go6976,CLK3,PCYT1A
Go6976,CLK3,PTBP3
Go6976,CLK3,RAB44
Go6976,CLK3,RECQL5
Go6976,CLK3,RFTN1
Go6976,CLK3,RPRD2
Go6976,CLK3,RSF1
Go6976,CLK3,RSL1D1
Go6976,CLK3,SMARCC2
Go6976,CLK3,SPINDOC
Go6976,CLK3,SRRM1
Go6976,CLK3,SRSF11
Go6976,CLK3,SRSF3
Go6976,CLK3,ZC3H18
Go6976,DAPK2,ANKRD34A
Go6976,DAPK2,ARHGEF5
Go6976,DAPK2,CCDC120
Go6976,DAPK2,FAM83G
Go6976,DAPK2,KLC4
Go6976,DAPK2,KNL1
Go6976,DAPK2,LPIN3
Go6976,DAPK2,MEX3C
Go6976,DAPK2,PAK4
Go6976,DAPK2,PAWR
Go6976,DAPK2,PLIN5
Go6976,DAPK2,PRKD1
Go6976,DAPK2,RAPGEF2
Go6976,DAPK2,RPL28
Go6976,DAPK2,SHROOM3
Go6976,DAPK2,SNIP1
Go6976,DAPK2,SRRM1
Go6976,DAPK2,USP40
Go6976,DSTYK,CHAF1A
Go6976,DSTYK,DHX16
Go6976,DSTYK,KAT5
Go6976,DSTYK,NCL
Go6976,DSTYK,SRCAP
Go6976,DSTYK,TBC1D30
Go6976,DSTYK,TOR1AIP1
Go6976,DSTYK,TP53BP1
Go6976,DSTYK,UFD1
Go6976,EEF2K,BBX
Go6976,EEF2K,CEP170B
Go6976,EEF2K,CHD1L
Go6976,EEF2K,KIF2C
Go6976,EEF2K,NPM1
Go6976,EEF2K,PACSIN2
Go6976,EEF2K,RPS14
Go6976,EEF2K,RPS27
Go6976,EEF2K,UFD1
Go6976,FAM20C,AFAP1
Go6976,FAM20C,AP3B2
Go6976,FAM20C,ATP6V0A2
Go6976,FAM20C,BRD3
Go6976,FAM20C,CD2BP2
Go6976,FAM20C,CRBN
Go6976,FAM20C,DHX16
Go6976,FAM20C,DNAJC21
Go6976,FAM20C,DVL2
Go6976,FAM20C,DVL3
Go6976,FAM20C,GEMIN8
Go6976,FAM20C,GPALPP1
Go6976,FAM20C,GRWD1
Go6976,FAM20C,MPHOSPH8
Go6976,FAM20C,NCL
Go6976,FAM20C,NOB1
Go6976,FAM20C,NOL8
Go6976,FAM20C,NSUN2
Go6976,FAM20C,PJA1
Go6976,FAM20C,PNISR
Go6976,FAM20C,PPP1R2
Go6976,FAM20C,RANBP2
Go6976,FAM20C,RBM10
Go6976,FAM20C,SEPTIN5
Go6976,FAM20C,SUGP1
Go6976,FAM20C,WASHC2A
Go6976,GRK1,AP3B2
Go6976,GRK1,BRD3
Go6976,GRK1,CEBPZ
Go6976,GRK1,CHD8
Go6976,GRK1,GPALPP1
Go6976,GRK1,GRWD1
Go6976,GRK1,MSH6
Go6976,GRK1,NCL
Go6976,GRK1,NOB1
Go6976,GRK1,RAPGEF6
Go6976,GRK1,SF3B2
Go6976,GRK1,SH2B1
Go6976,GRK1,SMARCAD1
Go6976,GRK1,SSH1
Go6976,GRK1,WASHC2A
Go6976,GRK1,ZC3H11A
Go6976,GRK2,BAZ2A
Go6976,GRK2,CEBPZ
Go6976,GRK2,CTR9
Go6976,GRK2,DHX16
Go6976,GRK2,DNTTIP2
Go6976,GRK2,EIPR1
Go6976,GRK2,GEMIN8
Go6976,GRK2,MSH6
Go6976,GRK2,NCL
Go6976,GRK2,SF3B2
Go6976,GRK2,STRBP
Go6976,GRK2,TOR1AIP1
Go6976,GRK3,AFAP1
Go6976,GRK3,BAZ2A
Go6976,GRK3,CEBPZ
Go6976,GRK3,CTR9
Go6976,GRK3,DHX16
Go6976,GRK3,DNTTIP2
Go6976,GRK3,EIPR1
Go6976,GRK3,MSH6
Go6976,GRK3,NCL
Go6976,GRK3,NOB1
Go6976,GRK3,SF3B2
Go6976,GRK3,THRAP3
Go6976,GRK3,TOR1AIP1
Go6976,GRK4,AFAP1
Go6976,GRK4,CEBPZ
Go6976,GRK4,DHX16
Go6976,GRK4,DNAJC21
Go6976,GRK4,DNTTIP2
Go6976,GRK4,EIPR1
Go6976,GRK4,GPALPP1
Go6976,GRK4,KAT5
Go6976,GRK4,NCL
Go6976,GRK4,RAPGEF6
Go6976,GRK4,RFFL
Go6976,GRK4,RIOK1
Go6976,GRK4,SF3B2
Go6976,GRK4,ZC3H11A
Go6976,GRK5,BRD3
Go6976,GRK5,CEBPZ
Go6976,GRK5,CFDP1
Go6976,GRK5,DNTTIP2
Go6976,GRK5,GPALPP1
Go6976,GRK5,MBD1
Go6976,GRK5,MSH6
Go6976,GRK5,NCL
Go6976,GRK5,NOB1
Go6976,GRK5,NUP50
Go6976,GRK5,PDCD4
Go6976,GRK5,PDHA1
Go6976,GRK5,RAPGEF6
Go6976,GRK5,RBM10
Go6976,GRK5,RETREG3
Go6976,GRK5,SMARCAD1
Go6976,GRK5,SUZ12
Go6976,GRK5,TP53BP1
Go6976,GRK5,WASHC2A
Go6976,GRK6,BRD3
Go6976,GRK6,CD2BP2
Go6976,GRK6,CEBPZ
Go6976,GRK6,CHD7
Go6976,GRK6,CHD8
Go6976,GRK6,DNAJC21
Go6976,GRK6,EIPR1
Go6976,GRK6,GEMIN8
Go6976,GRK6,GPALPP1
Go6976,GRK6,NCL
Go6976,GRK6,NOB1
Go6976,GRK6,NOL8
Go6976,GRK6,RAPGEF6
Go6976,GRK6,RBM10
Go6976,GRK6,SEPTIN5
Go6976,GRK6,SF3B2
Go6976,GRK6,SMARCAD1
Go6976,GRK6,SUZ12
Go6976,GRK6,TP53BP1
Go6976,GRK6,WASHC2A
Go6976,GRK7,AKT1
Go6976,GRK7,CDYL
Go6976,GRK7,CEBPZ
Go6976,GRK7,DHX16
Go6976,GRK7,DIDO1
Go6976,GRK7,DNAJC21
Go6976,GRK7,DNTTIP2
Go6976,GRK7,DPF2
Go6976,GRK7,EIPR1
Go6976,GRK7,GPALPP1
Go6976,GRK7,GRWD1
Go6976,GRK7,IRS1
Go6976,GRK7,MSH6
Go6976,GRK7,NCL
Go6976,GRK7,NOB1
Go6976,GRK7,PPIP5K2
Go6976,GRK7,QSER1
Go6976,GRK7,RANBP2
Go6976,GRK7,SF3B2
Go6976,GRK7,SHROOM3
Go6976,GRK7,THRAP3
Go6976,GSK3A,AIDA
Go6976,GSK3A,AMFR
Go6976,GSK3A,CBL
Go6976,GSK3A,EIF3G
Go6976,GSK3A,FNBP1
Go6976,GSK3A,GSE1
Go6976,GSK3A,HDLBP
Go6976,GSK3A,IRS1
