Pert,Kpa,Tprot
Edelfosine,DUSP3,MAPK1
Edelfosine,DUSP3,MAPK3
Edelfosine,DUSP4,MAPK1
Edelfosine,DUSP4,MAPK3
Edelfosine,DYRK3,AKT1S1
Edelfosine,EEF2K,EEF2
Edelfosine,FER,CTTN
Edelfosine,JAK2,MAPK1
Edelfosine,JAK2,MAPK3
Edelfosine,MAP2K2,MAPK1
Edelfosine,MAP2K2,MAPK3
Edelfosine,MAPK9,CTNNB1
Edelfosine,MAPK9,FOXO4
Edelfosine,MAPK9,GRK2
Edelfosine,MAPK9,HSF1
Edelfosine,MAPK9,JUN
Edelfosine,MAPK9,MYC
Edelfosine,MAPK9,STMN1
Edelfosine,MAPK9,YAP1
Edelfosine,MARK2,ARHGEF2
Edelfosine,MARK2,KIF13B
Edelfosine,MTOR,AMOTL2
Edelfosine,MTOR,EEF2K
Edelfosine,MTOR,EIF4EBP1
Edelfosine,MTOR,GRB10
Edelfosine,MTOR,IRS1
Edelfosine,MTOR,LARP1
Edelfosine,MTOR,LARP6
Edelfosine,MTOR,MAF1
Edelfosine,MTOR,OXSR1
Edelfosine,MTOR,PATL1
Edelfosine,MTOR,SRRM1
Edelfosine,MTOR,SRRM2
Edelfosine,PAK1,ARHGEF2
Edelfosine,PAK1,BAD
Edelfosine,PAK1,BRAF
Edelfosine,PAK1,PAK1
Edelfosine,PAK1,PGAM1
Edelfosine,PAK1,VIM
Edelfosine,PBK,JUN
Edelfosine,PBK,PRC1
Edelfosine,PDK2,PDHA1
Edelfosine,PDK2,PDHA2
Edelfosine,PDK3,PDHA1
Edelfosine,PDK3,PDHA2
Edelfosine,PDK4,PDHA1
Edelfosine,PDK4,PDHA2
Edelfosine,PDPK1,MAPT
Edelfosine,PDPK1,PDHA1
Edelfosine,PIM1,BAD
Edelfosine,PIM1,IRS1
Edelfosine,PIM2,BAD
Edelfosine,PIM2,IRS1
Edelfosine,PIM3,BAD
Edelfosine,PIM3,IRS1
Edelfosine,PLK3,JUN
Edelfosine,PRKCQ,ARHGEF6
Edelfosine,PRKCQ,IRS1
Edelfosine,PRKCQ,RAPGEF2
Edelfosine,PTK2B,CTTN
Edelfosine,PTPRE,MAPK1
Edelfosine,PTPRJ,MAPK1
Edelfosine,PTPRJ,MAPK3
Edelfosine,RET,MAPK1
Edelfosine,RET,MAPK3
Edelfosine,SGK2,FOXO1
Edelfosine,SGK2,NDRG1
Edelfosine,SGK2,NDRG2
Edelfosine,SGK3,FOXO1
Edelfosine,SGK3,GSK3B
Edelfosine,SGK3,NDRG1
Edelfosine,SGK3,NDRG2
Edelfosine,SIK3,CRTC2
Edelfosine,SRPK1,SRPK1
Edelfosine,SYK,CTTN
Edelfosine,VRK1,JUN
FRAX486,ABL1,CRKL
FRAX486,ABL1,PIK3AP1
FRAX486,ABL1,PTPN6
FRAX486,CSK,PXN
FRAX486,CSNK2A1,ANP32B
FRAX486,CSNK2A1,HNRNPA1
FRAX486,CSNK2A1,HSP90AB1
FRAX486,CSNK2A1,PAWR
FRAX486,CSNK2A1,PPP1R2
FRAX486,CSNK2A1,PTPN1
FRAX486,CSNK2A1,TP53
FRAX486,CSNK2A1,VAMP4
FRAX486,DUSP1,MAPK3
FRAX486,DUSP3,MAPK3
FRAX486,DUSP4,MAPK3
FRAX486,EGFR,FAM129B
FRAX486,EIF2AK2,TP53
FRAX486,GRK2,MSN
FRAX486,HIPK1,MECP2
FRAX486,HIPK2,CDKN1B
FRAX486,HIPK2,CTBP2
FRAX486,HIPK2,MECP2
FRAX486,INSR,PTPN6
FRAX486,JAK2,MAPK3
FRAX486,LYN,PTPN6
FRAX486,MAP2K1,MAPK3
FRAX486,MAP2K1,PARVA
FRAX486,MAP2K2,MAPK3
FRAX486,MAP4K4,MSN
FRAX486,MAPK1,ATF2
FRAX486,MAPK1,CEP55
FRAX486,MAPK1,ERF
FRAX486,MAPK1,GRB10
FRAX486,MAPK1,MAPK3
FRAX486,MAPK1,NUP153
FRAX486,MAPK1,NUP50
FRAX486,MAPK1,PKM
FRAX486,MAPK1,RPS6KA1
FRAX486,MAPK1,TPR
FRAX486,MAPKAPK2,AKT1
FRAX486,MAPKAPK2,NELFE
FRAX486,MAPKAPK2,PARN
FRAX486,MAPKAPK2,TRIM28
FRAX486,MTOR,AKT1
FRAX486,MTOR,AKT1S1
FRAX486,MTOR,EIF4EBP1
FRAX486,MTOR,IRS1
FRAX486,MTOR,MAF1
FRAX486,MTOR,ULK1
FRAX486,NEK9,NEK9
FRAX486,PAK1,CTTN
FRAX486,PAK1,NF2
FRAX486,PAK1,PAK1
FRAX486,PAK2,NF2
FRAX486,PAK2,PAK2
FRAX486,PPM1B,MSN
FRAX486,PPP1CB,AKT1
FRAX486,PPP1CB,NF2
FRAX486,PPP1CB,PRKCD
FRAX486,PRKCH,GSK3A
FRAX486,PRKCH,GSK3B
FRAX486,PTPRJ,MAPK3
FRAX486,PTPRR,PXN
FRAX486,PTPRT,PXN
FRAX486,RET,MAPK3
FRAX486,RPS6KA3,EIF4B
FRAX486,RPS6KA3,GSK3A
FRAX486,RPS6KA3,GSK3B
FRAX486,RPS6KA3,HMGN2
FRAX486,RPS6KA3,LCP1
FRAX486,RPS6KA3,RPS6
FRAX486,RPS6KA3,RPS6KA3
FRAX486,RPS6KA3,RPTOR
FRAX486,RPS6KA3,TINF2
FRAX486,SGK1,MAP3K3
FRAX486,SGK1,RICTOR
FRAX486,STK11,TP53
FRAX486,TBK1,AKT1
FRAX486,TBK1,IRS1
GDC0941,CAMK4,HDAC4
GDC0941,CAMK4,STMN1
GDC0941,CDK5,CRMP1
GDC0941,CDK5,CTNNB1
GDC0941,CDK5,DNM1
GDC0941,CDK5,FZR1
GDC0941,CDK5,HTT
GDC0941,CDK5,PPP1R1A
GDC0941,CDK5,VIM
GDC0941,CIT,MYL9
GDC0941,CSNK2A1,ABCF1
GDC0941,CSNK2A1,AKT1
GDC0941,CSNK2A1,ANP32B
GDC0941,CSNK2A1,CANX
GDC0941,CSNK2A1,EEF1B2
GDC0941,CSNK2A1,EEF1D
GDC0941,CSNK2A1,GYS1
GDC0941,CSNK2A1,HDAC2
GDC0941,CSNK2A1,HMGA1
GDC0941,CSNK2A1,HNRNPA1
GDC0941,CSNK2A1,HSP90AA1
GDC0941,CSNK2A1,HSP90AB1
GDC0941,CSNK2A1,IGF2R
GDC0941,CSNK2A1,MDC1
GDC0941,CSNK2A1,MYH9
GDC0941,CSNK2A1,PAWR
GDC0941,CSNK2A1,PPP1R2
GDC0941,CSNK2A1,PTGES3
GDC0941,CSNK2A1,PTPN1
GDC0941,CSNK2A1,RRN3
GDC0941,CSNK2A1,SSB
GDC0941,CSNK2A1,STMN1
GDC0941,CSNK2A1,UBA1
GDC0941,CSNK2A2,CANX
GDC0941,CSNK2A2,EEF1B2
GDC0941,CSNK2A2,HDAC2
GDC0941,CSNK2A2,HMGA1
GDC0941,CSNK2A2,HSP90AB1
GDC0941,CSNK2A2,PPP1R2
GDC0941,CSNK2A2,PTPN1
GDC0941,CSNK2A2,SSB
GDC0941,CSNK2A2,UBA1
GDC0941,DUSP1,MAPK1
GDC0941,DUSP4,MAPK1
GDC0941,DYRK3,AKT1S1
GDC0941,HIPK1,MECP2
GDC0941,MAP3K8,CDK1
GDC0941,MAP3K8,EIF4EBP1
GDC0941,MAP3K8,EZR
GDC0941,MAP3K8,NPM1
GDC0941,MAP3K8,RPS6KA1
GDC0941,MAPK9,ATF2
GDC0941,MAPK9,CTNNB1
GDC0941,MAPK9,NFATC4
GDC0941,MAPKAPK3,HSPB1
GDC0941,MKNK1,HNRNPA1
GDC0941,MKNK1,SFPQ
GDC0941,MKNK2,HNRNPA1
GDC0941,MKNK2,SFPQ
GDC0941,MTOR,AKT1S1
GDC0941,MTOR,DAP
GDC0941,MTOR,EEF2K
GDC0941,MTOR,EIF4EBP1
GDC0941,MTOR,LARP1
GDC0941,MTOR,MAF1
GDC0941,MTOR,PATL1
GDC0941,MTOR,RPTOR
GDC0941,MTOR,ULK1
GDC0941,PAK2,PAK2
GDC0941,PAK2,RPS6
GDC0941,PAK4,PAK4
GDC0941,PDK2,PDHA1
GDC0941,PDK2,PDHA2
GDC0941,PDK3,PDHA1
GDC0941,PDK3,PDHA2
GDC0941,PDK4,PDHA1
GDC0941,PDK4,PDHA2
GDC0941,PPM1B,MSN
GDC0941,PRKCB,BTK
GDC0941,PRKCB,EPB41
GDC0941,PRKCB,LMNA
GDC0941,PRKCB,PTPN1
GDC0941,PRKCB,SHC1
GDC0941,PRKDC,VIM
GDC0941,PRKG1,HSPB1
GDC0941,ROCK1,ARHGAP19
GDC0941,ROCK1,MSN
GDC0941,ROCK1,MYL12A
GDC0941,ROCK1,MYL12B
GDC0941,ROCK1,MYL9
GDC0941,RPS6KA1,BAD
GDC0941,RPS6KA1,CARHSP1
GDC0941,RPS6KA1,LCP1
GDC0941,RPS6KA1,METTL1
GDC0941,RPS6KA1,NDRG2
GDC0941,RPS6KA1,PDCD4
GDC0941,RPS6KA1,RPS6
GDC0941,RPS6KA1,RPS6KA1
GDC0941,RPS6KA1,SLC9A1
GDC0941,RPS6KA2,BAD
GDC0941,RPS6KA2,CARHSP1
GDC0941,RPS6KA2,METTL1
GDC0941,RPS6KA2,RPS6
GDC0941,RPS6KA2,SLC9A1
GDC0941,RPS6KA3,BAD
GDC0941,RPS6KA3,CARHSP1
GDC0941,RPS6KA3,LCP1
GDC0941,RPS6KA3,METTL1
GDC0941,RPS6KA3,RPS6
GDC0941,RPS6KA3,RPS6KA3
GDC0941,RPS6KA3,SLC9A1
GDC0941,RPS6KA3,STMN1
GDC0941,RPS6KA4,BAD
GDC0941,RPS6KA4,CARHSP1
GDC0941,RPS6KA4,METTL1
GDC0941,RPS6KA4,RPS6
GDC0941,RPS6KA4,SLC9A1
GDC0941,RPS6KA5,BAD
GDC0941,RPS6KA5,CARHSP1
GDC0941,RPS6KA5,EIF4EBP1
GDC0941,RPS6KA5,METTL1
GDC0941,RPS6KA5,RPS6
GDC0941,RPS6KA5,SLC9A1
GDC0941,SIK1,HDAC4
GDC0994,CLK2,CLK2
GDC0994,CSNK2A1,AKT1
GDC0994,CSNK2A1,ANP32B
GDC0994,CSNK2A1,G3BP1
GDC0994,CSNK2A1,HMGA1
GDC0994,CSNK2A1,HMGN1
GDC0994,CSNK2A1,HSP90AB1
GDC0994,CSNK2A1,MDC1
GDC0994,CSNK2A1,PPP1R2
GDC0994,CSNK2A1,SSB
GDC0994,CSNK2A1,STMN1
GDC0994,FER,CTTN
GDC0994,HIPK1,MECP2
GDC0994,MAPK9,ATF2
GDC0994,MAPK9,HNRNPK
GDC0994,MAPK9,YAP1
GDC0994,PHKG1,PYGM
GDC0994,PHKG2,PYGM
GDC0994,PLK3,ATF2
GDC0994,PPM1B,MSN
GDC0994,PRKACA,ADD1
GDC0994,PRKACA,DSP
GDC0994,PRKACA,GJA1
GDC0994,PRKACA,GJB1
GDC0994,PRKACA,HSPB8
GDC0994,PRKACA,MBP
GDC0994,PRKACA,MSN
GDC0994,PRKACA,NDRG1
GDC0994,PRKACA,NOLC1
GDC0994,PRKACA,PPP1R1A
GDC0994,PRKACA,PTPN7
GDC0994,PRKACA,SRC
GDC0994,PRKACA,SUN2
GDC0994,PRKACA,ZFP36L1
GDC0994,PRKCA,AKT1
GDC0994,PRKCA,CBL
GDC0994,PRKCA,CD4
GDC0994,PRKCA,GJB1
GDC0994,PRKCA,MBP
GDC0994,PRKCA,PPP1R1A
GDC0994,PRKCA,SDC2
GDC0994,PTK2,WASL
GDC0994,PTK2B,CTTN
GDC0994,PTPN2,WASL
GDC0994,SGK1,FOXO1
GDC0994,SGK1,NDRG1
GDC0994,SGK2,FOXO1
GDC0994,SGK2,NDRG1
GDC0994,SGK3,FOXO1
GDC0994,SGK3,NDRG1
GDC0994,STK26,EZR
GDC0994,TNK2,WASL
GF109203X,AKT1,ARHGAP19
GF109203X,AKT1,ATXN1
GF109203X,AKT1,CCDC88A
GF109203X,AKT1,CCT2
GF109203X,AKT1,CDKN1B
GF109203X,AKT1,CELF1
GF109203X,AKT1,CTNNB1
GF109203X,AKT1,DNMT1
GF109203X,AKT1,EMSY
GF109203X,AKT1,FOXO1
GF109203X,AKT1,GSK3A
GF109203X,AKT1,GSK3B
GF109203X,AKT1,HSPB1
GF109203X,AKT1,LMNA
GF109203X,AKT1,MDM4
GF109203X,AKT1,PDCD4
GF109203X,AKT1,PRKAA1
GF109203X,AKT1,RUNX2
GF109203X,AKT1,SLC9A1
GF109203X,AKT1,TBC1D4
GF109203X,AKT2,ATXN1
GF109203X,AKT2,CCDC88A
GF109203X,AKT2,CCT2
GF109203X,AKT2,CDKN1B
GF109203X,AKT2,CTNNB1
GF109203X,AKT2,DNMT1
GF109203X,AKT2,FOXO1
GF109203X,AKT2,GSK3A
GF109203X,AKT2,GSK3B
GF109203X,AKT2,HSPB1
GF109203X,AKT2,MDM4
GF109203X,AKT2,PDCD4
GF109203X,AKT2,SGTA
GF109203X,AKT3,ATXN1
GF109203X,AKT3,CCDC88A
GF109203X,AKT3,CCT2
GF109203X,AKT3,CDKN1B
GF109203X,AKT3,CTNNB1
GF109203X,AKT3,DNMT1
GF109203X,AKT3,FOXO1
GF109203X,AKT3,GSK3A
GF109203X,AKT3,GSK3B
GF109203X,AKT3,HSPB1
GF109203X,AKT3,MDM4
GF109203X,AKT3,PDCD4
GF109203X,CAMK4,HDAC4
GF109203X,CAMK4,PHB2
GF109203X,CAMK4,STMN1
GF109203X,CDK1,BARD1
GF109203X,CDK1,CDCA5
GF109203X,CDK1,CUX1
GF109203X,CDK1,DNM2
GF109203X,CDK1,EFHD2
GF109203X,CDK1,EIF4G1
GF109203X,CDK1,EIF4G2
GF109203X,CDK1,EZH2
GF109203X,CDK1,FZR1
GF109203X,CDK1,HMGA1
GF109203X,CDK1,HMGCS1
GF109203X,CDK1,KAT5
GF109203X,CDK1,LIG3
GF109203X,CDK1,MCM7
GF109203X,CDK1,NCKAP5L
GF109203X,CDK1,NPM1
GF109203X,CDK1,RBL2
GF109203X,CDK1,RGPD8
GF109203X,CDK1,SAMHD1
GF109203X,CDK1,SLBP
GF109203X,CDK1,SSR1
GF109203X,CDK1,STMN1
GF109203X,CDK1,U2AF2
GF109203X,CDK1,UBAP2L
GF109203X,CDK1,VCPIP1
GF109203X,CDK1,YAP1
GF109203X,CDK1,ZC3HC1
GF109203X,CDK1,ZMYM3
GF109203X,CDK2,AKIRIN2
GF109203X,CDK2,ATRIP
GF109203X,CDK2,BARD1
GF109203X,CDK2,CAMSAP1
GF109203X,CDK2,CCDC6
GF109203X,CDK2,DNM2
GF109203X,CDK2,EEF2
GF109203X,CDK2,EFHD2
GF109203X,CDK2,EZH2
GF109203X,CDK2,FOXO1
GF109203X,CDK2,FZR1
GF109203X,CDK2,HMGA1
GF109203X,CDK2,HNRNPH1
GF109203X,CDK2,HNRNPH2
GF109203X,CDK2,LARP1
GF109203X,CDK2,LIG1
GF109203X,CDK2,LIG3
GF109203X,CDK2,LMNB2
GF109203X,CDK2,MCM7
GF109203X,CDK2,MICALL1
GF109203X,CDK2,MYC
GF109203X,CDK2,NPM1
GF109203X,CDK2,ORC2
GF109203X,CDK2,POLM
GF109203X,CDK2,PRKAR1A
GF109203X,CDK2,RB1
GF109203X,CDK2,RBL1
GF109203X,CDK2,RBL2
GF109203X,CDK2,SAMHD1
GF109203X,CDK2,SRSF9
GF109203X,CDK2,STMN1
GF109203X,CDK2,SUPT6H
GF109203X,CDK2,TNKS1BP1
GF109203X,CDK2,TP53
GF109203X,CDK2,WRN
GF109203X,CDK2,XRCC6
GF109203X,CDK2,ZC3HC1
GF109203X,CDK2,ZMYM3
GF109203X,CDK5,ADD2
GF109203X,CDK5,DPYSL3
GF109203X,CDK5,FZR1
GF109203X,CDK5,MAPT
GF109203X,CDK5,MYC
GF109203X,CDK5,RBL2
GF109203X,CDK5,STMN1
GF109203X,CDK5,TLN1
GF109203X,CHEK1,CAMSAP2
GF109203X,CHEK1,CCDC6
GF109203X,CHEK1,CDK13
GF109203X,CHEK1,KIFC1
GF109203X,CHEK1,MATR3
GF109203X,CHEK1,MKI67
GF109203X,CHEK1,RB1
GF109203X,CHEK1,RBM14
GF109203X,CHEK1,ZBTB11
GF109203X,CLK2,CLK2
GF109203X,CSK,PXN
GF109203X,CSNK1A1,CREB1
GF109203X,CSNK1A1,ECE1
GF109203X,CSNK1A1,HNRNPC
GF109203X,CSNK2A2,CANX
GF109203X,CSNK2A2,EEF1B2
GF109203X,CSNK2A2,HDAC1
GF109203X,CSNK2A2,HDAC2
GF109203X,CSNK2A2,HMGA1
GF109203X,CSNK2A2,HNRNPC
GF109203X,CSNK2A2,PTPN1
GF109203X,CSNK2A2,SMC3
GF109203X,DYRK1A,GYS1
GF109203X,DYRK1A,MAPT
GF109203X,DYRK1A,RCAN1
GF109203X,DYRK1A,SRSF1
GF109203X,EIF2AK2,TP53
GF109203X,EPM2A,GSK3B
GF109203X,FER,CTTN
GF109203X,GRK2,MSN
GF109203X,GRK2,RPLP2
GF109203X,GRK6,CXCR4
GF109203X,HIPK1,MECP2
GF109203X,LRRK2,DNAJC6
GF109203X,LRRK2,MSN
GF109203X,MAP2K2,GSK3B
GF109203X,MAP4K5,GSK3B
GF109203X,MAPK11,GYS1
GF109203X,MAPK11,HSF1
GF109203X,MAPK9,FOXO4
GF109203X,MAPK9,HSF1
GF109203X,MAPK9,JUN
GF109203X,MAPK9,MYC
GF109203X,MAPK9,RCAN1
GF109203X,MAPK9,STMN1
GF109203X,MAPK9,YAP1
GF109203X,PAK2,NF2
GF109203X,PAK2,RPS6
GF109203X,PDPK1,MAPT
GF109203X,PINK1,RPS27A
GF109203X,PPP3CA,DNM2
GF109203X,PPP3CA,MAPT
GF109203X,PPP3CA,NFATC2
GF109203X,PPP3CB,DNM2
GF109203X,PPP3CB,MAPT
GF109203X,PPP3CB,NFATC2
GF109203X,PPP3CC,DNM2
GF109203X,PPP3CC,MAPT
GF109203X,PPP3CC,NFATC2
GF109203X,PRKCA,CD4
GF109203X,PRKCA,CYBA
GF109203X,PRKCA,F11R
GF109203X,PRKCA,GSK3A
GF109203X,PRKCA,GSK3B
GF109203X,PRKCA,HMGN1
GF109203X,PRKCA,HMGN2
GF109203X,PRKCA,HNRNPA1
GF109203X,PRKCA,KIT
GF109203X,PRKCA,LMNA
GF109203X,PRKCA,MBP
GF109203X,PRKCA,NPM1
GF109203X,PRKCA,PLEK
GF109203X,PRKCA,PRKAA1
GF109203X,PRKCA,PTPN1
GF109203X,PRKCA,SHC1
GF109203X,PRKCA,SPN
GF109203X,PRKCA,VIM
GF109203X,PRKCB,EPB41
GF109203X,PRKCB,GSK3A
GF109203X,PRKCB,GSK3B
GF109203X,PRKCB,HMGN1
GF109203X,PRKCB,LMNA
GF109203X,PRKCB,NPM1
GF109203X,PRKCB,PLEK
GF109203X,PRKCB,PRKAA1
GF109203X,PRKCB,PTPN1
GF109203X,PRKCB,SHC1
GF109203X,PRKCD,CTTN
GF109203X,PRKCD,CXCR4
GF109203X,PRKCD,CYBA
GF109203X,PRKCD,GSK3A
GF109203X,PRKCD,GSK3B
GF109203X,PRKCD,IRS1
GF109203X,PRKCD,PRKCD
GF109203X,PRKCD,RPS6
GF109203X,PRKCD,SHC1
GF109203X,PRKCG,GSK3A
GF109203X,PRKCG,GSK3B
GF109203X,PRKCG,HMGN1
GF109203X,PRKCG,IRS1
GF109203X,PRKCG,LMNA
GF109203X,PRKCG,NPM1
GF109203X,PRKCG,PLEK
GF109203X,PRKCG,PTPN1
GF109203X,PTK2B,CTTN
GF109203X,PTPRT,PXN
GF109203X,RPS6KA1,CCT2
GF109203X,RPS6KA1,CDKN1B
GF109203X,RPS6KA1,GSK3B
GF109203X,RPS6KA1,IRS1
GF109203X,RPS6KA1,NDRG2
GF109203X,RPS6KA1,PDCD4
GF109203X,RPS6KA1,RPS6
GF109203X,RPS6KA1,RPTOR
GF109203X,RPS6KA1,SLC9A1
GF109203X,RPS6KA2,CCT2
GF109203X,RPS6KA2,GSK3B
GF109203X,RPS6KA2,RPS6
GF109203X,RPS6KA2,RPTOR
GF109203X,RPS6KA2,SLC9A1
GF109203X,RPS6KA3,CCT2
GF109203X,RPS6KA3,CDKN1B
GF109203X,RPS6KA3,GSK3A
GF109203X,RPS6KA3,GSK3B
GF109203X,RPS6KA3,HMGN1
GF109203X,RPS6KA3,HMGN2
GF109203X,RPS6KA3,RPS6
GF109203X,RPS6KA3,RPTOR
GF109203X,RPS6KA3,SLC9A1
GF109203X,RPS6KA4,CCT2
GF109203X,RPS6KA4,GSK3B
GF109203X,RPS6KA4,RPS6
GF109203X,RPS6KA4,RPTOR
GF109203X,RPS6KA4,SLC9A1
GF109203X,RPS6KA5,ATXN1
GF109203X,RPS6KA5,CCT2
GF109203X,RPS6KA5,GSK3B
GF109203X,RPS6KA5,HMGN1
GF109203X,RPS6KA5,RPS6
GF109203X,RPS6KA5,RPTOR
GF109203X,RPS6KA5,SLC9A1
GF109203X,RPS6KB1,CAD
GF109203X,RPS6KB1,CCT2
GF109203X,RPS6KB1,GSK3B
GF109203X,RPS6KB1,HSPB1
GF109203X,RPS6KB1,IRS1
GF109203X,RPS6KB1,NDRG2
GF109203X,RPS6KB1,RPS6
GF109203X,SGK3,FOXO1
GF109203X,SGK3,GSK3A
GF109203X,SGK3,GSK3B
GF109203X,SIK3,CRTC2
GF109203X,SMG1,UPF1
GF109203X,SRC,CTTN
GF109203X,SRC,PXN
GF109203X,ULK1,RPTOR
GO6983,BCKDK,BCKDHA
GO6983,BRSK1,CDC25B
GO6983,CDK10,CSNK2B
GO6983,CDK10,LMNA
GO6983,CDK10,LMNB1
GO6983,CDK10,RB1
GO6983,CDK10,RBL2
GO6983,CDK10,STMN1
GO6983,CDK12,CDK12
GO6983,CDK12,CSNK2B
GO6983,CDK12,LMNA
GO6983,CDK12,LMNB1
GO6983,CDK12,POLR2A
GO6983,CDK12,RB1
GO6983,CDK12,RBL2
GO6983,CDK12,STMN1
GO6983,CDK13,CSNK2B
GO6983,CDK13,LMNA
GO6983,CDK13,LMNB1
GO6983,CDK13,RB1
GO6983,CDK13,RBL2
GO6983,CDK13,STMN1
GO6983,CDK18,CSNK2B
GO6983,CDK18,LMNA
GO6983,CDK18,LMNB1
GO6983,CDK18,RB1
GO6983,CDK18,RBL2
GO6983,CDK18,STMN1
GO6983,CDK19,CSNK2B
GO6983,CDK19,LMNA
GO6983,CDK19,LMNB1
GO6983,CDK19,PAK1
GO6983,CDK19,RB1
GO6983,CDK19,RBL2
GO6983,CDK19,STMN1
GO6983,CDK2,ATRIP
GO6983,CDK2,BAZ2A
GO6983,CDK2,C2orf49
GO6983,CDK2,CALD1
GO6983,CDK2,CAMSAP1
GO6983,CDK2,CCDC6
GO6983,CDK2,CRMP1
GO6983,CDK2,CSNK2B
GO6983,CDK2,DNM1L
GO6983,CDK2,DNM2
GO6983,CDK2,EFHD2
GO6983,CDK2,EML3
GO6983,CDK2,FOXK2
GO6983,CDK2,FZR1
GO6983,CDK2,GTF2I
GO6983,CDK2,HIRA
GO6983,CDK2,HMGA1
GO6983,CDK2,HNRNPH1
GO6983,CDK2,HNRNPH2
GO6983,CDK2,HNRNPUL1
GO6983,CDK2,LARP1
GO6983,CDK2,LIG1
GO6983,CDK2,LIG3
GO6983,CDK2,LMNA
GO6983,CDK2,LMNB1
GO6983,CDK2,LRWD1
GO6983,CDK2,MCM3
GO6983,CDK2,MED1
GO6983,CDK2,MICALL1
GO6983,CDK2,MTA2
GO6983,CDK2,MYC
GO6983,CDK2,NBN
GO6983,CDK2,NPM1
GO6983,CDK2,NUP133
GO6983,CDK2,PELP1
GO6983,CDK2,PGR
GO6983,CDK2,PHF6
GO6983,CDK2,PML
GO6983,CDK2,POLR2A
GO6983,CDK2,PPP1CA
GO6983,CDK2,PRKAR1A
GO6983,CDK2,PTPN2
GO6983,CDK2,PYCR2
GO6983,CDK2,RALY
GO6983,CDK2,RB1
GO6983,CDK2,RBL1
GO6983,CDK2,RBL2
GO6983,CDK2,SCML2
GO6983,CDK2,SETDB1
GO6983,CDK2,SF3B1
GO6983,CDK2,SLAIN2
GO6983,CDK2,SNW1
GO6983,CDK2,SRRM1
GO6983,CDK2,SRSF11
GO6983,CDK2,STMN1
GO6983,CDK2,SUDS3
GO6983,CDK2,TCOF1
GO6983,CDK2,TERF2IP
GO6983,CDK2,TOR1AIP1
GO6983,CDK2,UBXN1
GO6983,CDK2,VIM
GO6983,CDK2,XRCC1
GO6983,CDK2,ZC3H18
GO6983,CDK2,ZC3HC1
GO6983,CDK2,ZYX
GO6983,CDK20,CSNK2B
GO6983,CDK20,LMNA
GO6983,CDK20,LMNB1
GO6983,CDK20,RB1
GO6983,CDK20,RBL2
GO6983,CDK20,STMN1
GO6983,CDK3,CDK3
GO6983,CDK3,CSNK2B
GO6983,CDK3,JUN
GO6983,CDK3,LMNA
GO6983,CDK3,LMNB1
GO6983,CDK3,RB1
GO6983,CDK3,RBL2
GO6983,CDK3,STMN1
GO6983,CDK5,CRMP1
GO6983,CDK5,CSNK2B
GO6983,CDK5,CTNNB1
GO6983,CDK5,DNM1L
GO6983,CDK5,FZR1
GO6983,CDK5,HTT
GO6983,CDK5,LMNA
GO6983,CDK5,LMNB1
GO6983,CDK5,MYC
GO6983,CDK5,PPP1CA
GO6983,CDK5,PPP1R1A
GO6983,CDK5,PTPN2
GO6983,CDK5,RB1
GO6983,CDK5,RBL2
GO6983,CDK5,STMN1
GO6983,CDK5,TLN1
GO6983,CDK5,VIM
GO6983,CDK6,CSNK2B
GO6983,CDK6,LMNA
GO6983,CDK6,LMNB1
GO6983,CDK6,NPM1
GO6983,CDK6,RB1
GO6983,CDK6,RBL2
GO6983,CDK6,RUNX1
GO6983,CDK6,STMN1
GO6983,CDK8,CSNK2B
GO6983,CDK8,LMNA
GO6983,CDK8,LMNB1
GO6983,CDK8,RB1
GO6983,CDK8,RBL2
GO6983,CDK8,STMN1
GO6983,CDK9,CSNK2B
GO6983,CDK9,LMNA
GO6983,CDK9,LMNB1
GO6983,CDK9,POLR2A
GO6983,CDK9,RB1
GO6983,CDK9,RBL2
GO6983,CDK9,STMN1
GO6983,CDK9,SUPT5H
GO6983,CHEK1,ADD1
GO6983,CHEK1,ADD3
GO6983,CHEK1,BAZ1A
GO6983,CHEK1,CAMSAP2
GO6983,CHEK1,CCDC6
GO6983,CHEK1,CDK13
GO6983,CHEK1,KIFC1
GO6983,CHEK1,LIG1
GO6983,CHEK1,MKI67
GO6983,CHEK1,OSBPL11
GO6983,CHEK1,RBM14
GO6983,CHEK1,TFDP1
GO6983,CHEK1,TNK1
GO6983,CHEK1,TRIM28
GO6983,CHUK,IRS1
GO6983,EEF2K,EEF2
GO6983,GRK2,EZR
GO6983,GRK2,MSN
GO6983,IKBKB,IRS1
GO6983,IKBKE,DDX3X
GO6983,IKBKE,IRS1
GO6983,MAP2K7,IRS1
GO6983,MAP3K3,RCAN1
GO6983,MAP4K4,EZR
GO6983,MAP4K4,MSN
GO6983,MAPK11,CDC25B
GO6983,MAPK11,GYS1
GO6983,MAPK11,RPTOR
GO6983,MAPK14,CDC25B
GO6983,MAPK14,EPS15
GO6983,MAPK14,EZH2
GO6983,MAPK14,LIMK1
GO6983,MAPK14,MEF2A
GO6983,MAPK14,NCF1
GO6983,MAPK14,RPS6KA4
GO6983,MAPK15,JUN
GO6983,MAPK15,RCAN1
GO6983,MAPK15,STMN1
GO6983,MAPK3,ABI1
GO6983,MAPK3,CANX
GO6983,MAPK3,CCDC6
GO6983,MAPK3,DNM1L
GO6983,MAPK3,GORASP2
